UNIVERSITY OF ALABAMA AT BIRMINGHAM,1893276;
UNIVERSITY OF MICHIGAN,1903004;
UNIVERSITY OF CONNECTICUT STORRS,6625611;
UNIVERSITY OF CALIFORNIA LOS ANGELES,2080130;
UNIVERSITY OF ARIZONA,1871241;
UNIVERSITY OF IOWA,6870601;
J. DAVID GLADSTONE INSTITUTES,1950611;
YALE UNIVERSITY,1894600;
WASHINGTON UNIVERSITY,6599750;
BAYLOR COLLEGE OF MEDICINE,1860691;
UNIVERSITY OF CALIFORNIA SAN DIEGO,1907466;
UNIVERSITY OF WASHINGTON,2068276;
UNIVERSITY OF KENTUCKY,8535896;
UNIVERSITY OF MICHIGAN,1890167;
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,1975557;
NORTHWESTERN UNIVERSITY AT CHICAGO,1974015;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1858461;
EMORY UNIVERSITY,1948733;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1887126;
UNIVERSITY OF ROCHESTER,1889611;
MASSACHUSETTS GENERAL HOSPITAL,2282455;
CHILDREN'S HOSPITAL CORPORATION,2282455;
NORTHWESTERN UNIVERSITY AT CHICAGO,6871024;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,8640683;
ALFRED I. DU PONT HOSP FOR CHILDREN,8450045;
UNIVERSITY OF WISCONSIN-MADISON,1929939;
COLUMBIA UNIVERSITY HEALTH SCIENCES,1878623;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,2106919;
MASSACHUSETTS GENERAL HOSPITAL,6800799;
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,7689414;
UNIVERSITY OF TX MD ANDERSON CAN CTR,8567635;
UNIVERSITY OF TX MD ANDERSON CAN CTR,8567635;
UNIVERSITY OF TENNESSEE HEALTH SCI CTR,6096468;
UNIVERSITY OF CALIFORNIA-IRVINE,1899902;
NORTHWESTERN UNIVERSITY AT CHICAGO,1927660;
DUKE UNIVERSITY,1900807;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1948922;
UNIVERSITY OF CINCINNATI,6993379;
"UNIVERSITY OF TEXAS, AUSTIN",8442679;
YALE UNIVERSITY,1897894;
UNIV OF ARKANSAS FOR MED SCIS,6870200;
RESEARCH INST OF FOX CHASE CAN CTR,1906706;
RESEARCH INST OF FOX CHASE CAN CTR,1906706;
JOHNS HOPKINS UNIVERSITY,1893227;
WASHINGTON UNIVERSITY,8795568;
CASE WESTERN RESERVE UNIVERSITY,2056012;
STATE UNIVERSITY NEW YORK STONY BROOK,8763201;
STATE UNIVERSITY NEW YORK STONY BROOK,8763201;
SCRIPPS RESEARCH INSTITUTE,8668184;
SCRIPPS RESEARCH INSTITUTE,8668184;
UNIVERSITY OF WASHINGTON,6980331;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,7561967;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,7561967;
UNIVERSITY OF SOUTHERN CALIFORNIA,1880292;1972158 (contact);
BOSTON UNIVERSITY MEDICAL CAMPUS,2421162;
ROSALIND FRANKLIN UNIV OF MEDICINE &SCI,7356340;
ROSALIND FRANKLIN UNIV OF MEDICINE &SCI,7356340;
LURIE CHILDREN'S HOSPITAL OF CHICAGO,8535341;
LURIE CHILDREN'S HOSPITAL OF CHICAGO,8535341;
BRANDEIS UNIVERSITY,1863447;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,6075187;
UNIVERSITY OF WASHINGTON,8237688;
STATE UNIVERSITY NEW YORK STONY BROOK,1901413;
STATE UNIVERSITY NEW YORK STONY BROOK,1901413;
WADSWORTH CENTER,1884797;1882565 (contact);
BETH ISRAEL DEACONESS MEDICAL CENTER,8543614;
BETH ISRAEL DEACONESS MEDICAL CENTER,8543614;
BETH ISRAEL DEACONESS MEDICAL CENTER,8543614;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1975066;
JACKSON LABORATORY,1866442;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,8248161;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,8248161;
OREGON HEALTH &SCIENCE UNIVERSITY,1895699;
OREGON HEALTH &SCIENCE UNIVERSITY,1895699;
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",1887927;
COLUMBIA UNIV NEW YORK MORNINGSIDE,8220668;
COLUMBIA UNIV NEW YORK MORNINGSIDE,8220668;
UNIVERSITY OF IOWA,1943648;
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,1975516;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1893838;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1893838;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,8968400;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,8968400;
UNIVERSITY OF PENNSYLVANIA,1871456;
UNIVERSITY OF KANSAS MEDICAL CENTER,1901385;
WEILL MEDICAL COLL OF CORNELL UNIV,1881145;
BRIGHAM AND WOMEN'S HOSPITAL,7360441;
UNIVERSITY OF IOWA,8454303;
COLUMBIA UNIVERSITY HEALTH SCIENCES,8454303;
CINCINNATI CHILDRENS HOSP MED CTR,6652183;
DUKE UNIVERSITY,1927473;
UNIVERSITY OF TENNESSEE HEALTH SCI CTR,1860095;
UNIVERSITY OF OREGON,7601265;
YALE UNIVERSITY,2315853;
UNIVERSITY OF MARYLAND BALTIMORE,1864168;
UNIVERSITY OF MARYLAND BALTIMORE,1864168;
STATE UNIVERSITY NEW YORK STONY BROOK,1876138;
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,1893705;
OREGON HEALTH &SCIENCE UNIVERSITY,1896595;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1866513;
UNIVERSITY OF TENNESSEE KNOXVILLE,1884161;
UNIVERSITY OF CALIFORNIA SAN DIEGO,6788082;
UNIV OF NORTH CAROLINA CHAPEL HILL,3116365;
BOISE STATE UNIVERSITY,3116365;
UNIVERSITY OF OREGON,1858254;
UNIVERSITY OF UTAH,6729043;
CHILDREN'S HOSPITAL CORPORATION,6646581;
UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,8202174;
STATE UNIVERSITY NEW YORK STONY BROOK,1876709;
BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),7839669;
UNIVERSITY OF KANSAS LAWRENCE,9062818;
UNIVERSITY OF CALIFORNIA SAN DIEGO,9183179;
"ECOHEALTH ALLIANCE, INC.",6575431;
"ECOHEALTH ALLIANCE, INC.",6575431;
"ECOHEALTH ALLIANCE, INC.",6575431;
"ECOHEALTH ALLIANCE, INC.",6575431;
UNIVERSITY OF OKLAHOMA NORMAN,8692259;
UNIVERSITY OF OKLAHOMA NORMAN,8692259;
UNIVERSITY OF OKLAHOMA NORMAN,8692259;
DUKE UNIVERSITY,8134581;
YALE UNIVERSITY,2107197;
JOHNS HOPKINS UNIVERSITY,1881304;
SUNY DOWNSTATE MEDICAL CENTER,2404985;
UNIVERSITY OF LOUISVILLE,2047731;
UNIVERSITY OF NORTH DAKOTA,1970862;
UNIVERSITY OF ILLINOIS AT CHICAGO,1879641;
SRI INTERNATIONAL,1873782;
SCRIPPS RESEARCH INSTITUTE,1864308;
SAN DIEGO STATE UNIVERSITY,1878177;
BOSTON UNIVERSITY MEDICAL CAMPUS,1864309;
TEXAS A&M UNIVERSITY,1899210;
WASHINGTON STATE UNIVERSITY,1866029;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1889158;
OREGON HEALTH &SCIENCE UNIVERSITY,3096447;
EAST CAROLINA UNIVERSITY,1884351;
BROWN UNIVERSITY,1901811;
EMORY UNIVERSITY,1870464;
UNIVERSITY OF PUERTO RICO MED SCIENCES,1878173;
LA BIOMED RES INST/ HARBOR UCLA MED CTR,1879915;
UNIVERSITY OF WASHINGTON,1864296;
RHODE ISLAND HOSPITAL,1864295;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1891789;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1899214;
GEORGE WASHINGTON UNIVERSITY,1878983;
UNIVERSITY OF FLORIDA,1889103;
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",1868167;
BROWN UNIVERSITY,1901811;
COLUMBIA UNIVERSITY HEALTH SCIENCES,1970408;
UNIVERSITY OF ILLINOIS AT CHICAGO,1894370;
UNIVERSITY OF ILLINOIS AT CHICAGO,1970784;
"CV THERAPEUTICS, INC.",1970739;
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",6782233;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1883849;
UNIVERSITY OF WISCONSIN-MADISON,1884343;
JOHNS HOPKINS UNIVERSITY,1884341;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1891513;
KAISER FOUNDATION RESEARCH INSTITUTE,8572169;
SAN DIEGO STATE UNIVERSITY,1878177;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1970740;
UNIVERSITY OF VIRGINIA,1859997;
SCRIPPS RESEARCH INSTITUTE,1862383;
MCLEAN HOSPITAL,1858755;
GEORGE WASHINGTON UNIVERSITY,1878983;
UNIVERSITY OF WASHINGTON,1861277;
THOMAS JEFFERSON UNIVERSITY,1862614;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1889092;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1891513;
NORTHERN CALIFORNIA INSTITUTE/RES/EDU,1884334;
BOSTON MEDICAL CENTER,6182791;
TEXAS A&M AGRILIFE RESEARCH,1962556;
OREGON HEALTH &SCIENCE UNIVERSITY,1925426;
H. LEE MOFFITT CANCER CTR &RES INST,1859715;
YALE UNIVERSITY,1897759;
PENNSYLVANIA STATE UNIVERSITY,1864275;
COLUMBIA UNIVERSITY HEALTH SCIENCES,1971507;
YALE UNIVERSITY,1859182;
ALBANY MEDICAL COLLEGE,1858806;
UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,1866068;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1891789;
CASE WESTERN RESERVE UNIVERSITY,2086075;
EMORY UNIVERSITY,8485499;
PALO ALTO INSTITUTE,1861279;
LSU HEALTH SCIENCES CENTER,1873966;
UNIVERSITY OF MAINE ORONO,1866064;
COLUMBIA UNIV NEW YORK MORNINGSIDE,1861913;
CORNELL UNIVERSITY,1891787;
LOYOLA UNIVERSITY CHICAGO,1862316;
KANSAS STATE UNIVERSITY,2280670;
UNIVERSITY OF FLORIDA,1871074;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1884358;
UNIVERSITY OF CALIFORNIA SAN DIEGO,1865417;
EMORY UNIVERSITY,1878282;
UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,1871726;
UNIVERSITY OF MICHIGAN,1862210;
ARKANSAS CHILDREN'S HOSPITAL RES INST,1942674;
THE MIND RESEARCH NETWORK,1857751;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1891513;
UNIVERSITY OF WISCONSIN-MADISON,1884343;
UNIVERSITY OF TENNESSEE HEALTH SCI CTR,1864458;
UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,1867350;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1878182;
TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,1867026;
SRI INTERNATIONAL,1873782;
"UNIVERSITY OF TEXAS, AUSTIN",1878171;
OREGON HEALTH &SCIENCE UNIVERSITY,7984971;
SAN DIEGO STATE UNIVERSITY,1886421;
"STATE UNIVERSITY OF NY,BINGHAMTON",2257809;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1878151;
UNIVERSITY OF WASHINGTON,1899193;
SCRIPPS RESEARCH INSTITUTE,1869398;
WASHINGTON UNIVERSITY,1864284;
UNIVERSITY OF OREGON,6849949;
MONELL CHEMICAL SENSES CENTER,1858728;
UNIVERSITY OF GEORGIA,1866629;
PENNSYLVANIA STATE UNIVERSITY,7814885;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1970728;
UNIVERSITY OF KANSAS MEDICAL CENTER,1879160;
PRINCETON UNIVERSITY,1877430;
UNIVERSITY OF KENTUCKY,6368360;
UNIV OF MED/DENT NJ-SCH OSTEOPATHIC MED,1885451;
UNIVERSITY OF KANSAS MEDICAL CENTER,1983826;
SUNY DOWNSTATE MEDICAL CENTER,1896711;
VIRGINIA COMMONWEALTH UNIVERSITY,8442859;
"STATE UNIVERSITY OF NY,BINGHAMTON",1864288;
CENTRE FOR ADDICTION AND MENTAL HEALTH,10485773;
UNIVERSITY OF ILLINOIS AT CHICAGO,1970784;
STANFORD UNIVERSITY,1884977;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,1891785;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1860183;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1886637;
ERNEST GALLO CLINIC AND RESEARCH CENTER,6807030;
TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,6407097;
NORTHWESTERN UNIVERSITY AT CHICAGO,1866344;
UNIV OF NORTH CAROLINA CHAPEL HILL,1868940;
INDIANA UNIVERSITY BLOOMINGTON,2415955;
"NEUROBEHAVIORAL RESEARCH, INC.",7356212;
BRIGHAM YOUNG UNIVERSITY,1889098;
PUBLIC HEALTH INSTITUTE,1871191;
TUFTS UNIVERSITY MEDFORD,1883844;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1910078;
UNIVERSITY OF COLORADO DENVER,1884587;
TUFTS MEDICAL CENTER,1869954;
UNIVERSITY OF BIRMINGHAM,2075800;
NEW YORK STATE PSYCHIATRIC INSTITUTE,1879601;
NEW YORK STATE PSYCHIATRIC INSTITUTE,1877479;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1889092;
UNIVERSITY OF GEORGIA,6410204;
PUBLIC HEALTH INSTITUTE,7345157;
RESEARCH TRIANGLE INSTITUTE,1877987;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1891513;
ROCKEFELLER UNIVERSITY,1859093;
PACIFIC INSTITUTE FOR RES AND EVALUATION,3131136;
RAND CORPORATION,1907033;
UPSTATE MEDICAL UNIVERSITY,1981394;
THE MIND RESEARCH NETWORK,1857751;
UNIVERSITY OF MICHIGAN,7354078;
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,1878834;
UNIVERSITY OF MISSOURI-COLUMBIA,1870510;
SOUTHERN CALIFORNIA INST FOR RES/EDUC,2081686;
UNIV OF NORTH CAROLINA CHAPEL HILL,1859185;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1866527;
YALE UNIVERSITY,6098032;
UNIVERSITY OF ARIZONA,1889351;
UNIVERSITY OF MICHIGAN,7743785;
UNIV OF ARKANSAS FOR MED SCIS,7748237;
UNIVERSITY OF NEW MEXICO,1860809;
UNIV OF NORTH CAROLINA CHAPEL HILL,1867588;
UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,1889097;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1947986;
LOYOLA UNIVERSITY CHICAGO,8638443;
UNIVERSITY OF MINNESOTA,1884345;
UNIVERSITY OF CONCEPCION,1897760;
UNIVERSITY OF MICHIGAN,1886636;
MAYO CLINIC ROCHESTER,7835298;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1862457;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1895285;
JOHNS HOPKINS UNIVERSITY,2569190;
UT SOUTHWESTERN MEDICAL CENTER,1858757;
MARQUETTE UNIVERSITY,1932161;
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",1908171;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1878984;
UNIVERSITY OF TORONTO,6186038;
COLLEGE OF WILLIAM AND MARY,1878705;
ERNEST GALLO CLINIC AND RESEARCH CENTER,1927232;
UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,6122954;
UNIVERSITY OF WISCONSIN-MADISON,2117650;
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1902076;
UNIVERSITY OF KENTUCKY,1896035;
VIRGINIA COMMONWEALTH UNIVERSITY,6772116;
UNIVERSITY OF NEW MEXICO,6194997;
THOMAS JEFFERSON UNIVERSITY,1882366;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1869084;
"UNIVERSITY OF TEXAS, AUSTIN",7976806;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1869084;
GEORGIA STATE UNIVERSITY,8451745;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,6084659;
BROWN UNIVERSITY,6268657;
"UNIVERSITY OF TEXAS, AUSTIN",7031347;
MASSACHUSETTS GENERAL HOSPITAL,8604094;
NEW YORK STATE PSYCHIATRIC INSTITUTE,1878158;
RESEARCH INST NATIONWIDE CHILDREN'S HOSP,1880770;
SCRIPPS RESEARCH INSTITUTE,8032785;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1906001;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1878182;
DARTMOUTH COLLEGE,1872467;
YALE UNIVERSITY,6879232;
THOMAS JEFFERSON UNIVERSITY,1894713;
UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,1905601;
UNIVERSITY OF NEW MEXICO,1884357;
PACIFIC INSTITUTE FOR RES AND EVALUATION,7952401;
CENTRE FOR ADDICTION AND MENTAL HEALTH,2101791;
PALO ALTO INSTITUTE,1891790;
RHODE ISLAND HOSPITAL,2043546;
PACIFIC INSTITUTE FOR RES AND EVALUATION,7614933;
"RUTGERS, THE STATE UNIV OF N.J.",1861273;
LOYOLA UNIVERSITY CHICAGO,2117841;
PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,1881818;
SAN DIEGO STATE UNIVERSITY,1971447;
VANDERBILT UNIVERSITY,1858438;
BROWN UNIVERSITY,1886053;
UNIVERSITY OF ILLINOIS AT CHICAGO,6713439;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1883779;
UNIVERSITY OF NORTH DAKOTA,1970862;
FLORIDA INTERNATIONAL UNIVERSITY,1888405;
LSU HEALTH SCIENCES CENTER,1939031;
TEMPLE UNIV OF THE COMMONWEALTH,1875735;
UNIVERSITY OF VIRGINIA,2481733;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1892320;
UNIVERSITY OF SOUTH FLORIDA,2046024;
THE MIND RESEARCH NETWORK,1857751;
UNIVERSITY OF LOUISVILLE,1902075;
JOHNS HOPKINS UNIVERSITY,1909835;
UNIVERSITY OF GEORGIA,1871641;
UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,8398742;
"STATE UNIVERSITY OF NY,BINGHAMTON",1864288;
RESEARCH INST NATIONWIDE CHILDREN'S HOSP,1880770;
YALE UNIVERSITY,8258991;
PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,6563073;
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",6796092;
GEORGE MASON UNIVERSITY,1893499;
BOSTON MEDICAL CENTER,1873784;
BROWN UNIVERSITY,8239760;
UNIVERSITY OF SOUTH FLORIDA,1899207;
UNIVERSITY OF WASHINGTON,7841388;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1959041;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1870297;
UNIVERSITY OF WASHINGTON,2201160;
UNIVERSITY OF MICHIGAN,2451251;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1878181;
LOYOLA UNIVERSITY CHICAGO,6270556;
UNIVERSITY OF ROCHESTER,1902065;
UPSTATE MEDICAL UNIVERSITY,1961089;
UNIVERSITY OF TX MD ANDERSON CAN CTR,1877526;
NEW YORK UNIVERSITY SCHOOL OF MEDICINE,8484310;
BUFFALO STATE COLLEGE,1891781;
UNIVERSITY OF KENTUCKY,2092801;
UNIVERSITY OF COLORADO DENVER,8257783;
UNIVERSITY OF ROCHESTER,8345225;
HARVARD MEDICAL SCHOOL,2677952;
UNIVERSITY OF PENNSYLVANIA,1974739;
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",1877432;
THOMAS JEFFERSON UNIVERSITY,1882366;
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,1891458;
UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,8394661;
UNIV OF NORTH CAROLINA CHAPEL HILL,6435874;
BRANDEIS UNIVERSITY,1860124;
UNIVERSITY OF MINNESOTA,1960157;
UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,6408073;
UNIVERSITY OF WASHINGTON,1954930;
UNIV OF ARKANSAS FOR MED SCIS,8255473;
"NEUROBEHAVIORAL RESEARCH, INC.",7356212;
UNIVERSITY OF TENNESSEE KNOXVILLE,1908003;
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,1864303;
WAYNE STATE UNIVERSITY,1881820;
UNIVERSITY OF MISSOURI-COLUMBIA,1894664;
EMORY UNIVERSITY,7050973;
UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,2431976;
UT SOUTHWESTERN MEDICAL CENTER,1862801;
PALO ALTO INSTITUTE,2086534;
UNIVERSITY OF MISSOURI-COLUMBIA,1954910;
COLUMBIA UNIVERSITY HEALTH SCIENCES,1876811;
CLEVELAND CLINIC LERNER COM-CWRU,1866065;
PALO ALTO INSTITUTE,1861279;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1874171;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1943018;
UNIVERSITY OF FLORIDA,6204217;
THOMAS JEFFERSON UNIVERSITY,1966437;
UNIVERSITY OF PENNSYLVANIA,1883848;
UNIVERSITY OF VIRGINIA,2443102;
NORTH CAROLINA STATE UNIVERSITY RALEIGH,1887694;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,6795675;
RAND CORPORATION,2084738;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1858189;
SCRIPPS RESEARCH INSTITUTE,7936406;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1878179;
YALE UNIVERSITY,1862786;
UNIVERSITY OF NEW MEXICO,1860809;
PENNSYLVANIA STATE UNIVERSITY,1859696;
YALE UNIVERSITY,1869388;
UNIVERSITY OF CALIFORNIA SAN DIEGO,6798688;
UNIVERSITY OF ILLINOIS AT CHICAGO,1859350;
UNIV OF NORTH CAROLINA CHAPEL HILL,1867588;
PUBLIC HEALTH INSTITUTE,1884327;
UNIVERSITY OF COLORADO,1866059;
LSU HEALTH SCIENCES CENTER,7969922;
UNIVERSITY OF ILLINOIS AT CHICAGO,1970784;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1867353;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,6197562;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1871221;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,7835840;
WAYNE STATE UNIVERSITY,1976848;
UTAH STATE UNIVERSITY,3143567;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1869387;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,6565447;
SCRIPPS RESEARCH INSTITUTE,1881640;
WASHINGTON UNIVERSITY,1867290;
UNIVERSITY OF MISSISSIPPI MED CTR,3122266;
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,1864303;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1896533;
YALE UNIVERSITY,1878935;
ERNEST GALLO CLINIC AND RESEARCH CENTER,1908269;
VIRGINIA COMMONWEALTH UNIVERSITY,2048157;
BROWN UNIVERSITY,6382896;
VIRGINIA COMMONWEALTH UNIVERSITY,8640722;
PURDUE UNIVERSITY WEST LAFAYETTE,1866482;
ERNEST GALLO CLINIC AND RESEARCH CENTER,6807030;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1867890;
GEORGE MASON UNIVERSITY,6947908;
"STATE UNIVERSITY OF NY,BINGHAMTON",1864287;
JOHNS HOPKINS UNIVERSITY,1872991;
UNIV OF ARKANSAS FOR MED SCIS,1960412;
"NEUROBEHAVIORAL RESEARCH, INC.",7356212;
UNIVERSITY OF KENTUCKY,1869834;
UNIV OF MED/DENT OF NJ-NJ MEDICAL SCHOOL,1886135;
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,1972766;
BROWN UNIVERSITY,1954721;
OREGON HEALTH &SCIENCE UNIVERSITY,7984971;
SCRIPPS RESEARCH INSTITUTE,8032785;
UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,2184010;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1858937;
"RUTGERS, THE STATE UNIV OF N.J.",8818470;
UNIVERSITY OF PENNSYLVANIA,1881639;
YALE UNIVERSITY,8668795;1869388 (contact);
UNIVERSITY OF WASHINGTON,7923113;
SEATTLE INST FOR BIOMEDICAL/CLINICAL RES,8635210;
UNIVERSITY OF WASHINGTON,8187934;
UNIVERSITY OF WISCONSIN-MADISON,1864813;
PUBLIC HEALTH INSTITUTE,6857167 (contact);1907338;
UNIVERSITY OF KENTUCKY,1896035;
SANFORD-BURNHAM MEDICAL RESEARCH INSTIT,8775300;
NATIONAL BUREAU OF ECONOMIC RESEARCH,8589008;
UT SOUTHWESTERN MEDICAL CENTER,7354994;
"STATE UNIVERSITY OF NY,BINGHAMTON",1864287;
FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,1864483;
UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,1881846;
SCRIPPS RESEARCH INSTITUTE,1874203;
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",1891649;
YALE UNIVERSITY,7907491;
UNIVERSITY OF NEW MEXICO,9036273;
TEMPLE UNIV OF THE COMMONWEALTH,8492491;1875735 (contact);
UNIVERSITY OF CONNECTICUT STORRS,1891036;
FLORIDA INTERNATIONAL UNIVERSITY,1862381;
JOHNS HOPKINS UNIVERSITY,7066461;
UNIVERSITY OF PENNSYLVANIA,6474327;
UNIV OF NORTH CAROLINA CHAPEL HILL,8616018;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1889961;
"CHESTNUT HEALTH SYSTEMS, INC.",8698485;
BROWN UNIVERSITY,2101777;1893347 (contact);
FOUNDATION FOR APPLIED MOLECULAR EVOLUTN,6299669;
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,7028562;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,8483278;
CLEVELAND CLINIC LERNER COM-CWRU,1893586;
UNIVERSITY OF PENNSYLVANIA,1876840;
UNIV OF MED/DENT OF NJ-NJ MEDICAL SCHOOL,1900706;
THOMAS JEFFERSON UNIVERSITY,1870096;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1902070;
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",1891463;
UNIV OF NORTH CAROLINA CHAPEL HILL,6608090;
SCRIPPS RESEARCH INSTITUTE,1862383;
FLORIDA INTERNATIONAL UNIVERSITY,1871886;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1970936;
UNIVERSITY OF LOUISVILLE,1878178;1882793;1902075 (contact);
DUKE UNIVERSITY,8818403;
SRI INTERNATIONAL,9019308;
ERNEST GALLO CLINIC AND RESEARCH CENTER,1908269;
"STATE UNIVERSITY OF NY,BINGHAMTON",1864287;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,1955485 (contact);3078775;8764141;
"UNIVERSITY OF TEXAS, AUSTIN",1931759;
UNIVERSITY OF PUERTO RICO MED SCIENCES,1878173;
GEORGE MASON UNIVERSITY,1925867;1893499 (contact);
UNIVERSITY OF CONNECTICUT STORRS,1891036 (contact);1893302;
RESEARCH TRIANGLE INSTITUTE,1872751;
FLORIDA INTERNATIONAL UNIVERSITY,1862381;
WAYNE STATE UNIVERSITY,2091263;
UT SOUTHWESTERN MEDICAL CENTER,7355014;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1860547;
PENNSYLVANIA STATE UNIVERSITY,1899165;
WAYNE STATE UNIVERSITY,1894358;
